index,video_id,title,video_url,thumbnail_file,thumbnail_url,content_type,duration,view_count
87,09KkKAprbEA,雲林找到觀眾有多難？（台灣環島 #5）,https://www.youtube.com/watch?v=09KkKAprbEA,087_09KkKAprbEA.jpg,https://i.ytimg.com/vi/09KkKAprbEA/maxresdefault.jpg,image/jpeg,935.0,
88,JjVDzBmBhHM,我犯了個大錯（台灣環島 #4）,https://www.youtube.com/watch?v=JjVDzBmBhHM,088_JjVDzBmBhHM.jpg,https://i.ytimg.com/vi/JjVDzBmBhHM/maxresdefault.jpg,image/jpeg,899.0,
89,cBOJaSn4vTg,我和放火絕交的原因（台灣環島 #3）,https://www.youtube.com/watch?v=cBOJaSn4vTg,089_cBOJaSn4vTg.jpg,https://i.ytimg.com/vi/cBOJaSn4vTg/maxresdefault.jpg,image/jpeg,602.0,
90,7J32RMOnb34,尊會酒駕嗎？（台灣環島 #2）,https://www.youtube.com/watch?v=7J32RMOnb34,090_7J32RMOnb34.jpg,https://i.ytimg.com/vi/7J32RMOnb34/maxresdefault.jpg,image/jpeg,1011.0,
91,zY8j2uuYp8w,我要請全台灣的粉絲吃飯 （台灣環島 #1）,https://www.youtube.com/watch?v=zY8j2uuYp8w,091_zY8j2uuYp8w.jpg,https://i.ytimg.com/vi/zY8j2uuYp8w/maxresdefault.jpg,image/jpeg,923.0,
92,iltp1J5HkVk,我來到台灣的第一天！,https://www.youtube.com/watch?v=iltp1J5HkVk,092_iltp1J5HkVk.jpg,https://i.ytimg.com/vi/iltp1J5HkVk/maxresdefault.jpg,image/jpeg,779.0,
93,7mcZufCZH94,我來台灣最不能接受的事情！,https://www.youtube.com/watch?v=7mcZufCZH94,093_7mcZufCZH94.jpg,https://i.ytimg.com/vi/7mcZufCZH94/maxresdefault.jpg,image/jpeg,1181.0,
94,faqdocxjn7k,去台灣vlog,https://www.youtube.com/watch?v=faqdocxjn7k,094_faqdocxjn7k.jpg,https://i.ytimg.com/vi/faqdocxjn7k/maxresdefault.jpg,image/jpeg,796.0,
95,iIcOlnIHLl0,歐洲的7-11讓我很生氣！,https://www.youtube.com/watch?v=iIcOlnIHLl0,095_iIcOlnIHLl0.jpg,https://i.ytimg.com/vi/iIcOlnIHLl0/maxresdefault.jpg,image/jpeg,714.0,
96,5C4YFu54Jko,我要去台灣了！,https://www.youtube.com/watch?v=5C4YFu54Jko,096_5C4YFu54Jko.jpg,https://i.ytimg.com/vi/5C4YFu54Jko/maxresdefault.jpg,image/jpeg,1224.0,
97,MLpKDI3qc8M,離開上海之後我應該去哪裡？,https://www.youtube.com/watch?v=MLpKDI3qc8M,097_MLpKDI3qc8M.jpg,https://i.ytimg.com/vi/MLpKDI3qc8M/maxresdefault.jpg,image/jpeg,1199.0,
98,MvyvCY30Eq0,我吃遍了我國家所有的台灣餐廳！,https://www.youtube.com/watch?v=MvyvCY30Eq0,098_MvyvCY30Eq0.jpg,https://i.ytimg.com/vi/MvyvCY30Eq0/maxresdefault.jpg,image/jpeg,1339.0,
